,player_id,name_first,name_last,country,current_elo,matches_played,peak_elo,peak_elo_date
40711,140727,Nicholas,Quatrochl,USA,1500,0,1500,N/A
40712,140728,Jeff,Coskey,USA,1500,0,1500,N/A
40713,140729,Brandon,Mcmillan,USA,1500,0,1500,N/A
40714,140730,Alexandre,Cantara,BRA,1500,0,1500,N/A
40715,140731,Bart,Fremin,USA,1500,0,1500,N/A
40716,140732,Kristoffer,Bergdahl,SWE,1500,0,1500,N/A
40717,140733,Matt,Mayer,USA,1500,0,1500,N/A
40718,140734,Cason,Mays,USA,1500,0,1500,N/A
40719,140735,Yoshitaka,Ono,JPN,1500,0,1500,N/A
40720,140736,Wafik,Ben Nacer,ALG,1500,0,1500,N/A
40721,140737,Armen,Bagirian,RUS,1500,0,1500,N/A
40722,140738,Zachery,Smith,USA,1500,0,1500,N/A
40723,140739,Ronald,Nano,USA,1500,0,1500,N/A
40724,140740,Carlos,Miranda Ibanez,ESP,1500,0,1500,N/A
40725,140741,Brandon,Johnson,USA,1500,0,1500,N/A
40726,140742,Patricio,Maucci,FRA,1500,0,1500,N/A
40727,140743,Shunsuke,Shimizu,JPN,1500,0,1500,N/A
40728,140744,Kerim,Zafir,TUR,1500,0,1500,N/A
40729,140745,Dalton,Canelhas,BRA,1500,0,1500,N/A
40730,140746,Bernhard,Erismann,MEX,1500,0,1500,N/A
40731,140747,Kohei,Haruta,JPN,1500,0,1500,N/A
40732,140748,Il Ho,Byun,KOR,1500,0,1500,N/A
40733,140749,Patricio,Madariaga,USA,1500,0,1500,N/A
40734,140750,Francois,Van Der Meer,RSA,1500,0,1500,N/A
40735,140751,Andy,Porter,USA,1500,0,1500,N/A
40736,140752,Elliot,Mitchell,USA,1500,0,1500,N/A
40737,140753,Alexander,Feron,FRA,1500,0,1500,N/A
40738,140754,Anton,Vorobiev,USA,1500,0,1500,N/A
40739,140755,Stefan,Shaw,GBR,1500,0,1500,N/A
40740,140756,Gianfranco,Dossena,ITA,1500,0,1500,N/A
40741,140757,Mario,Gil,BOL,1500,0,1500,N/A
40742,140758,Louis,Taylor Iii,ISV,1500,0,1500,N/A
40743,140759,Robert,Strahle,SWE,1500,0,1500,N/A
40744,140760,Nick,Eckert,GER,1500,0,1500,N/A
40745,140761,Juan Pablo,Lam Lacape,GUA,1500,0,1500,N/A
40746,140762,Bruno,Azevedo,BRA,1500,0,1500,N/A
40747,140763,John,Ishoy,USA,1500,0,1500,N/A
40748,140764,Shawn,Foster,USA,1500,0,1500,N/A
40749,140765,Adrian,Mardyks,USA,1500,0,1500,N/A
40750,140766,James,Cromwell,USA,1500,0,1500,N/A
40751,140767,Stefan,Neubauer,AUT,1500,0,1500,N/A
40752,140768,Robert,Liska,USA,1500,0,1500,N/A
40753,140769,Segun,Moruka,USA,1500,0,1500,N/A
40754,140770,Lou,Calungeagin,USA,1500,0,1500,N/A
40755,140771,Dan,Dao,USA,1500,0,1500,N/A
40756,140772,Eugene,Karimov,USA,1500,0,1500,N/A
40757,140773,Walt,Hearn,USA,1500,0,1500,N/A
40758,140774,Paul,Johnson,USA,1500,0,1500,N/A
40759,140775,John,Siefke,USA,1500,0,1500,N/A
40760,140776,Sebastian,Schoellhorn,GER,1500,0,1500,N/A
40761,140777,Peter John,Farkas,USA,1500,0,1500,N/A
40762,140778,Santiago,Figueroa,CHI,1500,0,1500,N/A
40763,140779,Juan,Correa,CHI,1500,0,1500,N/A
40764,140780,German,Teichelmann,CHI,1500,0,1500,N/A
40765,140781,Diego,Zuniga,CHI,1500,0,1500,N/A
40766,140782,Cristian,Leiva,CHI,1500,0,1500,N/A
40767,140783,Matias,Saez,CHI,1500,0,1500,N/A
40768,140784,Brian,Morton,USA,1500,0,1500,N/A
40769,140785,Brian,Kent,USA,1500,0,1500,N/A
40770,140786,Sumil,Menon,USA,1500,0,1500,N/A
40771,140787,Jon,Neri,USA,1500,0,1500,N/A
40772,140788,Randall,Mark,USA,1500,0,1500,N/A
40773,140789,Joakim,Ulfvebrand,SWE,1500,0,1500,N/A
40774,140790,Cory,Mendelsohn,USA,1500,0,1500,N/A
40775,140791,Sergiu,Modoc,ROU,1500,0,1500,N/A
40776,140792,Darren,Auld,USA,1500,0,1500,N/A
40777,140793,Kuniyoshi,Minato,JPN,1500,0,1500,N/A
40778,140794,Eric,Horine,USA,1500,0,1500,N/A
40779,140795,Arifnaved,Hasan,IND,1500,0,1500,N/A
40780,140796,Ryan,Mcnaughton,USA,1500,0,1500,N/A
40781,140797,Chris,Holeman,USA,1500,0,1500,N/A
40782,140798,Jeremy,Coll,USA,1500,0,1500,N/A
40783,140799,Dario,Katic,USA,1500,0,1500,N/A
40784,140800,,,USA,1500,0,1500,N/A
40785,140801,Jake,Worseldine,USA,1500,0,1500,N/A
40786,140802,Santiago,Montoya,COL,1500,0,1500,N/A
40787,140803,Zac,Markham,USA,1500,0,1500,N/A
40788,140804,Sebastian,Libertino,ARG,1500,0,1500,N/A
40789,140805,Bruno,Arapovic,BIH,1500,0,1500,N/A
40790,140806,Ted,Blosser,USA,1500,0,1500,N/A
40791,140807,Patrick,Heppell,USA,1500,0,1500,N/A
40792,140808,Jake,Heims,USA,1500,0,1500,N/A
40793,140809,Jason,Gerardo,USA,1500,0,1500,N/A
40794,140810,Eric,Stuart,USA,1500,0,1500,N/A
40795,140811,Jesse,Ponwith,USA,1500,0,1500,N/A
40796,140812,Ryan,Richert,USA,1500,0,1500,N/A
40797,140813,Todd,Thurston,USA,1500,0,1500,N/A
40798,140814,Randall,Smalley,USA,1500,0,1500,N/A
40799,140815,Christopher,Gessner,USA,1500,0,1500,N/A
40800,140816,Ryan,Waits,USA,1500,0,1500,N/A
40801,140817,Alfredo,Harz,CHI,1500,0,1500,N/A
40802,140818,Ismael,Castillo,CHI,1500,0,1500,N/A
40803,140819,Juan Carlos,Campos,CHI,1500,0,1500,N/A
40804,140820,Fernando,Escala,CHI,1500,0,1500,N/A
40805,140821,Pedro,Severino,CHI,1500,0,1500,N/A
40806,140822,Jose Renan,Rodrigues Filho,BRA,1500,0,1500,N/A
40807,140823,,,UKR,1500,0,1500,N/A
40808,140824,Andrei,Bezpaly,UKR,1500,0,1500,N/A
40809,140825,Sergey,Vantsov,UKR,1500,0,1500,N/A
40810,140826,Vitaliy,Voiny,UKR,1500,0,1500,N/A
40811,140827,Bruno,Wagner,BRA,1500,0,1500,N/A
40812,140828,Ricardo,Nichimura,BRA,1500,0,1500,N/A
40813,140829,Marcelo,Froes,BRA,1500,0,1500,N/A
40814,140830,Alberto Gentil,Pedroso,BRA,1500,0,1500,N/A
40815,140831,Rodolfo,Fazano,BRA,1500,0,1500,N/A
40816,140832,Vinicius,Corazza,BRA,1500,0,1500,N/A
40817,140833,Tadeu,Depes,BRA,1500,0,1500,N/A
40818,140834,Maicol,Ximenes,BRA,1500,0,1500,N/A
40819,140835,Jose Aparecido,Souza,BRA,1500,0,1500,N/A
40820,140836,Roberto,Tommasipretti,BRA,1500,0,1500,N/A
40821,140837,Felipe,Esteves,BRA,1500,0,1500,N/A
40822,140838,Guilherme,Alves,BRA,1500,0,1500,N/A
40823,140839,Gustavo,Burihotto,BRA,1500,0,1500,N/A
40824,140840,Marcos,Dias,BRA,1500,0,1500,N/A
40825,140841,Caio,Guedes,BRA,1500,0,1500,N/A
40826,140842,,,UKR,1500,0,1500,N/A
40827,140843,Paulo,Siqueira,DEN,1500,0,1500,N/A
40828,140844,Sergio,Figueiredo,BRA,1500,0,1500,N/A
40829,140845,Claudio,Andreoli,BRA,1500,0,1500,N/A
40830,140846,Marcelo,Silva,BRA,1500,0,1500,N/A
40831,140847,Hectori,Chaves,BRA,1500,0,1500,N/A
40832,140848,Joao Paulo,Bounassar,BRA,1500,0,1500,N/A
40833,140849,Rafael Luis,Soares,BRA,1500,0,1500,N/A
40834,140850,Caio,Cyrino,BRA,1500,0,1500,N/A
40835,140851,Eraldo,Silva,BRA,1500,0,1500,N/A
40836,140852,Fernando,Santos,BRA,1500,0,1500,N/A
40837,140853,Jakub,Ulczynski,POL,1500,0,1500,N/A
40838,140854,Michael,Starosta,POL,1500,0,1500,N/A
40839,140855,Maciej,Rybialek,POL,1500,0,1500,N/A
40840,140856,Kamil,Wojcik,POL,1500,0,1500,N/A
40841,140857,Jan,Petrasz,POL,1500,0,1500,N/A
40842,140858,Jakub,Urbanowicz,POL,1500,0,1500,N/A
40843,140859,Damian,Jezak,POL,1500,0,1500,N/A
40844,140860,Paul Sebastian,Stanescu,ROU,1500,0,1500,N/A
40845,140861,Radu,Popescu,ROU,1500,0,1500,N/A
40846,140862,Gerald Dan,Radovici,GER,1500,0,1500,N/A
40847,140863,Ovidiu Angelin,Popescu,ROU,1500,0,1500,N/A
40848,140864,Silviu,Ion,ROU,1500,0,1500,N/A
40849,140865,,,MDA,1500,0,1500,N/A
40850,140866,,,ROU,1500,0,1500,N/A
40851,140867,Daniel,Bezman,ROU,1500,0,1500,N/A
40852,140868,,,ROU,1500,0,1500,N/A
40853,140869,Markus,Kilkki,FIN,1500,0,1500,N/A
40854,140870,Janne,Juutilainen,FIN,1500,0,1500,N/A
40855,140871,Ryan,Moseley,BAR,1500,0,1500,N/A
40856,140872,Bryan,Ellis,JAM,1500,0,1500,N/A
40857,140873,Steve,Beckford,JAM,1500,0,1500,N/A
40858,140874,Earl,Williams,USA,1500,0,1500,N/A
40859,140875,Kevin,Simms,JAM,1500,0,1500,N/A
40860,140876,Neil,Daley,JAM,1500,0,1500,N/A
40861,140877,Devon,Gordon,JAM,1500,0,1500,N/A
40862,140878,Jan,Hrbac,CZE,1500,0,1500,N/A
40863,140879,Jan,Hebelka,CZE,1500,0,1500,N/A
40864,140880,Miroslav,Matejka,CZE,1500,0,1500,N/A
40865,140881,Greg,Summerfield,AUS,1500,0,1500,N/A
40866,140882,Jaroslav,Bartl,CZE,1500,0,1500,N/A
40867,140883,Martin,Wirgler,CZE,1500,0,1500,N/A
40868,140884,Zdener,Zavesicky,CZE,1500,0,1500,N/A
40869,140885,Martin,Chrastny,CZE,1500,0,1500,N/A
40870,140886,Manfredi,Macris,ITA,1500,0,1500,N/A
40871,140887,Radim,Valigura,CZE,1500,0,1500,N/A
40872,140888,Marius,Marinescu,ROU,1500,0,1500,N/A
40873,140889,,,ROU,1500,0,1500,N/A
40874,140890,,,ROU,1500,0,1500,N/A
40875,140891,,,ROU,1500,0,1500,N/A
40876,140892,Bogdan,Draghici,ROU,1500,0,1500,N/A
40877,140893,Marius Daniel,Abeaboeru,ROU,1500,0,1500,N/A
40878,140894,Valentin,Ardeleanu,ROU,1500,0,1500,N/A
40879,140895,,,ROU,1500,0,1500,N/A
40880,140896,Peter,King,NZL,1500,0,1500,N/A
40881,140897,Robert,Cepek,CZE,1500,0,1500,N/A
40882,140898,Pavel,Petricko,CZE,1500,0,1500,N/A
40883,140899,Josef,Slavik,CZE,1500,0,1500,N/A
40884,140900,Tomas,Menec,CZE,1500,0,1500,N/A
40885,140901,Mikolaj,Weyman,POL,1500,0,1500,N/A
40886,140902,Piotr,Kintzi,POL,1500,0,1500,N/A
40887,140903,Ferirand,Leon Ferirand,INA,1500,0,1500,N/A
40888,140904,Wihardy,Hormansyah,INA,1500,0,1500,N/A
40889,140905,Alexander,Adams,JAM,1500,0,1500,N/A
40890,140906,Ikka,Perttu,FIN,1500,0,1500,N/A
40891,140907,Rodney,Rapson,AUS,1500,0,1500,N/A
40892,140908,Yani,Mihos,AUS,1500,0,1500,N/A
40893,140909,Cameron,Simon,AUS,1500,0,1500,N/A
40894,140910,Dujam,Kuvacic,CRO,1500,0,1500,N/A
40895,140911,James,Zois,AUS,1500,0,1500,N/A
40896,140912,Dale,Messina,AUS,1500,0,1500,N/A
40897,140913,Ben,Elix,AUS,1500,0,1500,N/A
40898,140914,James,Golfin,AUS,1500,0,1500,N/A
40899,140915,Chalermvui,Apanukul,THA,1500,0,1500,N/A
40900,140916,Pich,Luewanichkit,THA,1500,0,1500,N/A
40901,140917,James,Gorin,AUS,1500,0,1500,N/A
40902,140918,Chatchai,Chaiyarin,THA,1500,0,1500,N/A
40903,140919,Daniel,Nabedrick,USA,1500,0,1500,N/A
40904,140920,Francisco Luis,Navarro Artes,ESP,1500,0,1500,N/A
40905,140921,Alvaro,Russo Gonzalez,ESP,1500,0,1500,N/A
40906,140922,Jared,Zeeman,AUS,1500,0,1500,N/A
40907,140923,Andrew,Newcombe,AUS,1500,0,1500,N/A
40908,140924,Dean,Carter,AUS,1500,0,1500,N/A
40909,140925,Andrew,Swinson,AUS,1500,0,1500,N/A
40910,140926,Jeremy,Hill,AUS,1500,0,1500,N/A
40911,140927,Cao Quynh,Tran,VIE,1500,0,1500,N/A
40912,140928,Kei Sang,Kwok,HKG,1500,0,1500,N/A
40913,140929,Niels,Buksik,GER,1500,0,1500,N/A
40914,140930,Dietmar,Pfeifer,ITA,1500,0,1500,N/A
40915,140931,Hannes,Schenk,ITA,1500,0,1500,N/A
40916,140932,Andrea,Zanier,ITA,1500,0,1500,N/A
40917,140933,Martin,Tappeiner,ITA,1500,0,1500,N/A
40918,140934,Paride,Dabbiero,ITA,1500,0,1500,N/A
40919,140935,Alexander,Kob,ITA,1500,0,1500,N/A
40920,140936,Marcus,Innerebner,ITA,1500,0,1500,N/A
40921,140937,Patrik,Aichhorner,ITA,1500,0,1500,N/A
40922,140938,Christian,Pfeifer,ITA,1500,0,1500,N/A
40923,140939,Michi,Prantl,ITA,1500,0,1500,N/A
40924,140940,Cristian,Bedin,ITA,1500,0,1500,N/A
40925,140941,Manuel,Volker,AUT,1500,0,1500,N/A
40926,140942,Daniele,Salati,ITA,1500,0,1500,N/A
40927,140943,Ernesto,Russo,ITA,1500,0,1500,N/A
40928,140944,Christoph,Diedrich,GER,1500,0,1500,N/A
40929,140945,Roberto,Alt,ITA,1500,0,1500,N/A
40930,140946,Gianpaolo,Rosa,ITA,1500,0,1500,N/A
40931,140947,Matt,Graham,AUS,1500,0,1500,N/A
40932,140948,Chris,Florence,AUS,1500,0,1500,N/A
40933,140949,Arnost,Kuchar,CZE,1500,0,1500,N/A
40934,140950,Goran,Bojalevski,AUS,1500,0,1500,N/A
40935,140951,Hanspeter,Gartner,AUT,1500,0,1500,N/A
40936,140952,Rudolf,Misuta,SVK,1500,0,1500,N/A
40937,140953,Bohuslav,Sumka,SVK,1500,0,1500,N/A
40938,140954,Martin,Zeman,SVK,1500,0,1500,N/A
40939,140955,Jan,Repak,SVK,1500,0,1500,N/A
40940,140956,Mojmir,Mamojka,SVK,1500,0,1500,N/A
40941,140957,Andrej,Niznansky,SVK,1500,0,1500,N/A
40942,140958,Nebojsa,Bumbic,YUG,1500,0,1500,N/A
40943,140959,Csongor,Barsi,SRB,1500,0,1500,N/A
40944,140960,Milos,Popovic,YUG,1500,0,1500,N/A
40945,140961,Goran,Stojanovic,YUG,1500,0,1500,N/A
40946,140962,Diordie,Uskokovic,YUG,1500,0,1500,N/A
40947,140963,Julian,Kidd,GBR,1500,0,1500,N/A
40948,140964,Nandor,Farago,YUG,1500,0,1500,N/A
40949,140965,Dane,Sijan,YUG,1500,0,1500,N/A
40950,140966,Milos,Pavlovic,YUG,1500,0,1500,N/A
40951,140967,Atila,Selesi,YUG,1500,0,1500,N/A
40952,140968,Petar,Veselinovic,YUG,1500,0,1500,N/A
40953,140969,Edis,Fetic,YUG,1500,0,1500,N/A
40954,140970,Nebojsa,Stojanovic,YUG,1500,0,1500,N/A
40955,140971,Marco,Savic,YUG,1500,0,1500,N/A
40956,140972,Zoltan,Rekedt,HUN,1500,0,1500,N/A
40957,140973,Balint,Hanko,HUN,1500,0,1500,N/A
40958,140974,Dimitris,Fakitsas,GRE,1500,0,1500,N/A
40959,140975,Vladimir,Spasic,YUG,1500,0,1500,N/A
40960,140976,Oskar,Soltic,YUG,1500,0,1500,N/A
40961,140977,Dragan,Macura,CRO,1500,0,1500,N/A
40962,140978,Srdjan,Djordjevic,YUG,1500,0,1500,N/A
40963,140979,Nenad,Crnogorac,YUG,1500,0,1500,N/A
40964,140980,Dragan,Bisercic,YUG,1500,0,1500,N/A
40965,140981,Ivan,Gospavic,YUG,1500,0,1500,N/A
40966,140982,Mohamed Gamal,Hedayet,EGY,1500,0,1500,N/A
40967,140983,Bassel,El Guindy,EGY,1500,0,1500,N/A
40968,140984,Fadi,Credi,EGY,1500,0,1500,N/A
40969,140985,Victor,Credi,EGY,1500,0,1500,N/A
40970,140986,Vitali,Denissov,RUS,1500,0,1500,N/A
40971,140987,Eugenio,Capano,ITA,1500,0,1500,N/A
40972,140988,Marco,Morale,ITA,1500,0,1500,N/A
40973,140989,Roland,Weber,AUT,1500,0,1500,N/A
40974,140990,Mario,Bojano,ITA,1500,0,1500,N/A
40975,140991,Matteo,La Torre,ITA,1500,0,1500,N/A
40976,140992,Adam,Butkowski,AUS,1500,0,1500,N/A
40977,140993,Je Min,Yoo,KOR,1500,0,1500,N/A
40978,140994,Robert,Wirth,AUS,1500,0,1500,N/A
40979,140995,Greg,Kawka,AUS,1500,0,1500,N/A
40980,140996,Dominic,Doblo,AUS,1500,0,1500,N/A
40981,140997,Ryusuke,Kashiwabara,JPN,1500,0,1500,N/A
40982,140998,Bradley,Morris,AUS,1500,0,1500,N/A
40983,140999,Damien,Russell,AUS,1500,0,1500,N/A
40984,141000,Shannon,Oey,AUS,1500,0,1500,N/A
40985,141001,Sterling,Cincotta,AUS,1500,0,1500,N/A
40986,141002,Lukas,Kawka,AUS,1500,0,1500,N/A
40987,141003,Lubo,Sestak,NZL,1500,0,1500,N/A
40988,141004,Dallas,Hall,AUS,1500,0,1500,N/A
40989,141005,David,Moore,AUS,1500,0,1500,N/A
40990,141006,Keun Ho,Kim,KOR,1500,0,1500,N/A
40991,141007,Matt,Fitzpatrick,AUS,1500,0,1500,N/A
40992,141008,Uchenna Akinyeju,Festus,NGR,1500,0,1500,N/A
40993,141009,Ayao,Amenate,TOG,1500,0,1500,N/A
40994,141010,Barbar,Dammlam,TOG,1500,0,1500,N/A
40995,141011,Fabien,Levi,TOG,1500,0,1500,N/A
40996,141012,Richard,Afarku,GHA,1500,0,1500,N/A
40997,141013,Sylvester,Martey,GHA,1500,0,1500,N/A
40998,141014,Yahaya,Mahama,GHA,1500,0,1500,N/A
40999,141015,Stephen,Lamptey,GHA,1500,0,1500,N/A
41000,141016,Juan,Valls Vidal,ESP,1500,0,1500,N/A
41001,141017,Joao Pedro,Santos,POR,1500,0,1500,N/A
41002,141018,Bastian,Beck,GER,1500,0,1500,N/A
41003,141019,Hugo,Rocha,POR,1500,0,1500,N/A
41004,141020,Fintan,Steiger,SUI,1500,0,1500,N/A
41005,141021,Daniel,Guerreiro,POR,1500,0,1500,N/A
41006,141022,Daniel,Davies,NED,1500,0,1500,N/A
41007,141023,Sergio,Inacio,POR,1500,0,1500,N/A
41008,141024,Albert,Garriga Montoya,ESP,1500,0,1500,N/A
41009,141025,Ignaci,Vallhonrat Lopez,ESP,1500,0,1500,N/A
41010,141026,Jose Luis,Lopez Caballero,ESP,1500,0,1500,N/A
41011,141027,David,Valls Matavera,ESP,1500,0,1500,N/A
41012,141028,David,San Juan Diaz,ESP,1500,0,1500,N/A
41013,141029,Jordi,Sintes Valls,ESP,1500,0,1500,N/A
41014,141030,Ruben,Catalan Ibarra,ESP,1500,0,1500,N/A
41015,141031,Alexander,Katz,ISR,1500,0,1500,N/A
41016,141032,Remy,Feller,FRA,1500,0,1500,N/A
41017,141033,Enrique,Martin Herranz,ESP,1500,0,1500,N/A
41018,141034,Eduard,Bonet Mellado,ESP,1500,0,1500,N/A
41019,141035,Alex,Pares Becerro,ESP,1500,0,1500,N/A
41020,141036,Carlos,Ruiz Hernandez,ESP,1500,0,1500,N/A
41021,141037,Carlos,Isern Perez,ESP,1500,0,1500,N/A
41022,141038,Juan,Ozon Llacer,ESP,1500,0,1500,N/A
41023,141039,Marco,Wachter,AUT,1500,0,1500,N/A
41024,141040,Alexandre,Gachet,SUI,1500,0,1500,N/A
41025,141041,Martin,Hoch,AUT,1500,0,1500,N/A
41026,141042,Sebastien,Locatelli,SUI,1500,0,1500,N/A
41027,141043,Lucius,Giese,SUI,1500,0,1500,N/A
41028,141044,Dominik,Jauslin,SUI,1500,0,1500,N/A
41029,141045,Bjorn,Schneider,GER,1500,0,1500,N/A
41030,141046,Auret,Jansen,RSA,1500,0,1500,N/A
41031,141047,Johnathan,Engelbrecht,RSA,1500,0,1500,N/A
41032,141048,Andre,Van Rensburg,RSA,1500,0,1500,N/A
41033,141049,Christian,Jansen,RSA,1500,0,1500,N/A
41034,141050,Nicholas,Brenner,RSA,1500,0,1500,N/A
41035,141051,Henk,Kleinschmidt,RSA,1500,0,1500,N/A
41036,141052,Renier,Groenewald,RSA,1500,0,1500,N/A
41037,141053,Lovemore,Mofokeng,RSA,1500,0,1500,N/A
41038,141054,Brandon,Kruger,RSA,1500,0,1500,N/A
41039,141055,Wayne,Arde,RSA,1500,0,1500,N/A
41040,141056,Calvin,Rolfe,RSA,1500,0,1500,N/A
41041,141057,Damian,Owen,RSA,1500,0,1500,N/A
41042,141058,Willie,Janse Van Rensburg,RSA,1500,0,1500,N/A
41043,141059,Khesa,Tsita,LES,1500,0,1500,N/A
41044,141060,Siyabulela,Nkachela,RSA,1500,0,1500,N/A
41045,141061,Neil,Geyser,RSA,1500,0,1500,N/A
41046,141062,Jaco,Cloete,RSA,1500,0,1500,N/A
41047,141063,Esteban,Delgado,COL,1500,0,1500,N/A
41048,141064,Enrique,Taboada,PER,1500,0,1500,N/A
41049,141065,Edwin,Montoya,PER,1500,0,1500,N/A
41050,141066,Fernando,Siu,PER,1500,0,1500,N/A
41051,141067,Carlos,Mier,PER,1500,0,1500,N/A
41052,141068,David,Goldsmith,JAM,1500,0,1500,N/A
41053,141069,Steven,Quaynor,JAM,1500,0,1500,N/A
41054,141070,Marcel,Morgan,JAM,1500,0,1500,N/A
41055,141071,Davion,Lewis,JAM,1500,0,1500,N/A
41056,141072,Hans Peter,Teichert,GER,1500,0,1500,N/A
41057,141073,Sihan,Wu,USA,1500,0,1500,N/A
41058,141074,Chadwick,Hartley,USA,1500,0,1500,N/A
41059,141075,Jan,Solcani,SVK,1500,0,1500,N/A
41060,141076,Jud,Parker,USA,1500,0,1500,N/A
41061,141077,Tarik,El Bassiouni,USA,1500,0,1500,N/A
41062,141078,Boris,Bogdanov,USA,1500,0,1500,N/A
41063,141079,Jarrett,Basedow,USA,1500,0,1500,N/A
41064,141080,Philip,Cibulsky,USA,1500,0,1500,N/A
41065,141081,Thomas,Gilliland,USA,1500,0,1500,N/A
41066,141082,Alex,Altman,USA,1500,0,1500,N/A
41067,141083,,,USA,1500,0,1500,N/A
41068,141084,Lew,De Leon,USA,1500,0,1500,N/A
41069,141085,Alex,Yaftali,USA,1500,0,1500,N/A
41070,141086,Ilya,Trincher,USA,1500,0,1500,N/A
41071,141087,Justin,Montgomery,USA,1500,0,1500,N/A
41072,141088,Robert,Kennedy,AUS,1500,0,1500,N/A
41073,141089,Emil,Novak,URU,1500,0,1500,N/A
41074,141090,Amir,Nejad,USA,1500,0,1500,N/A
41075,141091,Nico,Cifarelli,USA,1500,0,1500,N/A
41076,141092,John,Caldwell,USA,1500,0,1500,N/A
41077,141093,Manuel,Scherer,AUS,1500,0,1500,N/A
41078,141094,Kevin,Pollock,USA,1500,0,1500,N/A
41079,141095,Jussi,Ala Opas,FIN,1500,0,1500,N/A
41080,141096,Mark,Weidmann,USA,1500,0,1500,N/A
41081,141097,Caleb,Marquardt,USA,1500,0,1500,N/A
41082,141098,Jeff,Lawrence,USA,1500,0,1500,N/A
41083,141099,Jeffrey,Miller,USA,1500,0,1500,N/A
41084,141100,Christopher,Tibbetts,USA,1500,0,1500,N/A
41085,141101,David,Johnson,USA,1500,0,1500,N/A
41086,141102,Bobby,Troup,USA,1500,0,1500,N/A
41087,141103,Kevin,Lee,USA,1500,0,1500,N/A
41088,141104,Kevin,Mcquaid,USA,1500,0,1500,N/A
41089,141105,Stephen,Van De Stroet,NED,1500,0,1500,N/A
41090,141106,Jared,Milmeister,USA,1500,0,1500,N/A
41091,141107,Angus,Lockhead,USA,1500,0,1500,N/A
41092,141108,Michael,Suttner,RSA,1500,0,1500,N/A
41093,141109,Robert,Callender,USA,1500,0,1500,N/A
41094,141110,Zoran,Korac,USA,1500,0,1500,N/A
41095,141111,Stuart,Greenburg,USA,1500,0,1500,N/A
41096,141112,Boris,Adjamian,RUS,1500,0,1500,N/A
41097,141113,Rodrigo,Godoy,BRA,1500,0,1500,N/A
41098,141114,Claudio,Hoyos,PER,1500,0,1500,N/A
41099,141115,Ara,Sarkasian,SWE,1500,0,1500,N/A
41100,141116,Clay,Warren,USA,1500,0,1500,N/A
41101,141117,Michael,Ortiz,USA,1500,0,1500,N/A
41102,141118,Ramsey,Gerber,USA,1500,0,1500,N/A
41103,141119,Reid,Slattery,USA,1500,0,1500,N/A
41104,141120,Aldo,White,USA,1500,0,1500,N/A
41105,141121,Gregoire,Berner,SUI,1500,0,1500,N/A
41106,141122,Marc,Obrist,SUI,1500,0,1500,N/A
41107,141123,Marc,Garabedian,FRA,1500,0,1500,N/A
41108,141124,Fabrice,Geydet,SUI,1500,0,1500,N/A
41109,141125,Steve,Schudel,SUI,1500,0,1500,N/A
41110,141126,Joan,Peralta,COL,1500,0,1500,N/A
41111,141127,Jorge,Munoz,CHI,1500,0,1500,N/A
41112,141128,Juan,Martinez,VEN,1500,0,1500,N/A
41113,141129,Fernando,Villarreal,COL,1500,0,1500,N/A
41114,141130,Jose Ignacio,Monsalve,COL,1500,0,1500,N/A
41115,141131,Mauricio,Duarte,MEX,1500,0,1500,N/A
41116,141132,Salvador,Villaverde,MEX,1500,0,1500,N/A
41117,141133,Luis Alberto,Arguello Meraza,MEX,1500,0,1500,N/A
41118,141134,Angel,Rubio,MEX,1500,0,1500,N/A
41119,141135,Carlos,Arellano,MEX,1500,0,1500,N/A
41120,141136,Sarbinder,Randhawa Singh,IND,1500,0,1500,N/A
41121,141137,Vikas,Sharma,IND,1500,0,1500,N/A
41122,141138,Israel,Sandoval,MEX,1500,0,1500,N/A
41123,141139,Edgar Rafael,Garcia,MEX,1500,0,1500,N/A
41124,141140,Daniel,Araiza,MEX,1500,0,1500,N/A
41125,141141,Rogelio,Puente Diaz,MEX,1500,0,1500,N/A
41126,141142,Franco Zurite,Sainz,MEX,1500,0,1500,N/A
41127,141143,Johnathon,Romero,MEX,1500,0,1500,N/A
41128,141144,Luis,Silva,MEX,1500,0,1500,N/A
41129,141145,Hector,Rangel,MEX,1500,0,1500,N/A
41130,141146,Fernando,Martinez,MEX,1500,0,1500,N/A
41131,141147,Sanjeev,Kumar,IND,1500,0,1500,N/A
41132,141148,Bhupesh,Pandey,IND,1500,0,1500,N/A
41133,141149,Sanjay,Malik,IND,1500,0,1500,N/A
41134,141150,Shivnandan,Singh,IND,1500,0,1500,N/A
41135,141151,Harneesh,Randhawa,IND,1500,0,1500,N/A
41136,141152,Atul,Kumar,IND,1500,0,1500,N/A
41137,141153,Sandeep,Mogha,IND,1500,0,1500,N/A
41138,141154,Richie,Chopra,IND,1500,0,1500,N/A
41139,141155,Vishal,Gaur,IND,1500,0,1500,N/A
41140,141156,Arjan,Uppal,IND,1500,0,1500,N/A
41141,141157,Tushar,Sharma,IND,1500,0,1500,N/A
41142,141158,Varun,Bisht,IND,1500,0,1500,N/A
41143,141159,Janmeet,Singh,IND,1500,0,1500,N/A
41144,141160,Mahanandan,Tyagi,SWE,1500,0,1500,N/A
41145,141161,Kamal,Bhandari,NEP,1500,0,1500,N/A
41146,141162,Abedin,Sham,IND,1500,0,1500,N/A
41147,141163,Boaz,Edwin,IND,1500,0,1500,N/A
