,player_id,name_first,name_last,country,current_elo,matches_played,peak_elo,peak_elo_date
14974,114990,Hubert,Eaton,USA,1500,0,1500,N/A
14975,114991,Ed,Kilgus,USA,1500,0,1500,N/A
14976,114992,John,Brownlow,USA,1500,0,1500,N/A
14977,114993,Peter,Lyman,USA,1500,0,1500,N/A
14978,114994,John,Harris,USA,1500,0,1500,N/A
14979,114995,Jon,Erickson,USA,1500,0,1500,N/A
14980,114996,Sid,Wood,USA,1500,0,1500,N/A
14981,114997,William,Mcclung,USA,1500,0,1500,N/A
14982,114998,William,Scarlett,USA,1500,0,1500,N/A
14983,114999,Forrest,Stewart,USA,1500,0,1500,N/A
14984,115000,John,Been,USA,1500,0,1500,N/A
14985,115001,Samuel,Howe Iii,USA,1500,0,1500,N/A
14986,115002,Jim,Farrin,USA,1500,0,1500,N/A
14987,115003,Ed,Atkinson,USA,1500,0,1500,N/A
14988,115004,Alan,Roberts,USA,1500,0,1500,N/A
14989,115005,Vern,Morgan,USA,1500,0,1500,N/A
14990,115006,Dick,Leslie,USA,1500,0,1500,N/A
14991,115007,Gabriel,Dubitzky,ISR,1500,0,1500,N/A
14992,115008,Robert,Alger,BER,1500,0,1500,N/A
14993,115009,Roger,Gould,AUS,1500,0,1500,N/A
14994,115010,Ed,Foster,USA,1500,0,1500,N/A
14995,115011,Bobby,Delgado,USA,1500,0,1500,N/A
14996,115012,John,Mangan,USA,1500,0,1500,N/A
14997,115013,Jim,Shakespeare,USA,1500,0,1500,N/A
14998,115014,Bob,Bowditch,USA,1500,0,1500,N/A
14999,115015,Douglass,Corley,USA,1500,0,1500,N/A
15000,115016,Sam,Schoonmaker,USA,1500,0,1500,N/A
15001,115017,Steve,Gottlieb,USA,1500,0,1500,N/A
15002,115018,Dave,Nelson,USA,1500,0,1500,N/A
15003,115019,Hugh,Tierney,USA,1500,0,1500,N/A
15004,115020,Bob,Potthast,USA,1500,0,1500,N/A
15005,115021,Stephen,Bank,USA,1500,0,1500,N/A
15006,115022,Red,Sledge,USA,1500,0,1500,N/A
15007,115023,Dick,Ogden,USA,1500,0,1500,N/A
15008,115024,Don,Rubell,USA,1500,0,1500,N/A
15009,115025,Peter,Estin,USA,1500,0,1500,N/A
15010,115026,George,Mandel,USA,1500,0,1500,N/A
15011,115027,David,Brechner,USA,1500,0,1500,N/A
15012,115028,James,Schaffer,USA,1500,0,1500,N/A
15013,115029,Lloyd,Moglen,USA,1500,0,1500,N/A
15014,115030,Carl,Noble,USA,1500,0,1500,N/A
15015,115031,Val,Harit,CAN,1500,0,1500,N/A
15016,115032,Hal,Trevenen,USA,1500,0,1500,N/A
15017,115033,Gene,Land,USA,1500,0,1500,N/A
15018,115034,Bill,Kuross,USA,1500,0,1500,N/A
15019,115035,John C,Cullen,USA,1500,0,1500,N/A
15020,115036,Dave,Snyder,USA,1500,0,1500,N/A
15021,115037,Jack,Ter Borg,USA,1500,0,1500,N/A
15022,115038,Pedro,Bueno Neto,BRA,1500,0,1500,N/A
15023,115039,Carl,Eltzholtz,USA,1500,0,1500,N/A
15024,115040,Lonnie,Jordan,USA,1500,0,1500,N/A
15025,115041,Jimmy,Gan,INA,1500,0,1500,N/A
15026,115042,James,Schmidt,USA,1500,0,1500,N/A
15027,115043,Oscar,Furlong,ARG,1500,0,1500,N/A
15028,115044,C Graham,Daniels,GBR,1500,0,1500,N/A
15029,115045,Merrill,Ehmke,USA,1500,0,1500,N/A
15030,115046,William,Long,USA,1500,0,1500,N/A
15031,115047,Conway,Catton,USA,1500,0,1500,N/A
15032,115048,Roger,Young,USA,1500,0,1500,N/A
15033,115049,Bruce,Johnson,USA,1500,0,1500,N/A
15034,115050,Sharod D,Deodhar,USA,1500,0,1500,N/A
15035,115051,Allen,Cleveland,USA,1500,0,1500,N/A
15036,115052,Jorge,Morales,PER,1500,0,1500,N/A
15037,115053,Leo,Hayes,USA,1500,0,1500,N/A
15038,115054,Goro,Fujikura,JPN,1500,0,1500,N/A
15039,115055,Thomas M,Lewyn,USA,1500,0,1500,N/A
15040,115056,Garner,Anthony,USA,1500,0,1500,N/A
15041,115057,Philip,Reed,USA,1500,0,1500,N/A
15042,115058,Dick,Fine,USA,1500,0,1500,N/A
15043,115059,Larry,Huebner,USA,1500,0,1500,N/A
15044,115060,Jiro,Kumamaru,JPN,1500,0,1500,N/A
15045,115061,Henry,Bassford,USA,1500,0,1500,N/A
15046,115062,Richard,Cain,USA,1500,0,1500,N/A
15047,115063,Wade,Herren,USA,1500,0,1500,N/A
15048,115064,Stanley J,Rumbaugh,USA,1500,0,1500,N/A
15049,115065,Dick,Squires,USA,1500,0,1500,N/A
15050,115066,Bernie,Schreiber,USA,1500,0,1500,N/A
15051,115067,Harper H,Ink Jr,USA,1500,0,1500,N/A
15052,115068,Johnny,Hernandez,USA,1500,0,1500,N/A
15053,115069,Richard W,Seeler,USA,1500,0,1500,N/A
15054,115070,Jack,Kerr,USA,1500,0,1500,N/A
15055,115071,Mario,Olmedo,USA,1500,0,1500,N/A
15056,115072,Aake,Eliason,SWE,1500,0,1500,N/A
15057,115073,Gordon,Warden,USA,1500,0,1500,N/A
15058,115074,James,Schulze,USA,1500,0,1500,N/A
15059,115075,Philip,Seymour,USA,1500,0,1500,N/A
15060,115076,Glenn,Land,USA,1500,0,1500,N/A
15061,115077,Charles,Warden,USA,1500,0,1500,N/A
15062,115078,Jeffrey H,Arnold,USA,1500,0,1500,N/A
15063,115079,Norman J,Macdonald,USA,1500,0,1500,N/A
15064,115080,Bernard,Gerhardt,USA,1500,0,1500,N/A
15065,115081,Donald,Kaiser,USA,1500,0,1500,N/A
15066,115082,Rafael,Ortega,MEX,1500,0,1500,N/A
15067,115083,Tom,Bradford Jr,USA,1500,0,1500,N/A
15068,115084,Charles,Pasarell Sr,USA,1500,0,1500,N/A
15069,115085,Dixon,Osburn,USA,1500,0,1500,N/A
15070,115086,Gerald,Alleyne,USA,1500,0,1500,N/A
15071,115087,Art,Anderson,USA,1500,0,1500,N/A
15072,115088,Jordan,Bentley,USA,1500,0,1500,N/A
15073,115089,Masanobu,Kimura,JPN,1500,0,1500,N/A
15074,115090,Dick,Doss,USA,1500,0,1500,N/A
15075,115091,Seth,Petersen Jr,USA,1500,0,1500,N/A
15076,115092,Oscar,Johnson,USA,1500,0,1500,N/A
15077,115093,Frank A,Okey,USA,1500,0,1500,N/A
15078,115094,Frank A,Thompson,USA,1500,0,1500,N/A
15079,115095,Arthur,Edis,USA,1500,0,1500,N/A
15080,115096,Clint,Nettleton,USA,1500,0,1500,N/A
15081,115097,Luis,Riefkohl,MEX,1500,0,1500,N/A
15082,115098,Don,Eisenberg,USA,1500,0,1500,N/A
15083,115099,Hobey,Hyde Jr,USA,1500,0,1500,N/A
15084,115100,Keith,Self,USA,1500,0,1500,N/A
15085,115101,John W,Nicholson,RSA,1500,0,1500,N/A
15086,115102,Bill,Davis,USA,1500,0,1500,N/A
15087,115103,Dick,Macatee,USA,1500,0,1500,N/A
15088,115104,David,Rodriguez,USA,1500,0,1500,N/A
15089,115105,Linn Roy,Rockwood,USA,1500,0,1500,N/A
15090,115106,George H,Bostwick Jr,USA,1500,0,1500,N/A
15091,115107,William R,Stuckl,USA,1500,0,1500,N/A
15092,115108,Reggie,Weir,USA,1500,0,1500,N/A
15093,115109,Ricardo S,Lopez,VEN,1500,0,1500,N/A
15094,115110,John G H,Hirsch,GBR,1500,0,1500,N/A
15095,115111,Jose A,Cortes,COL,1500,0,1500,N/A
15096,115112,Michael,De Wet,RSA,1500,0,1500,N/A
15097,115113,Rodolfo,May,MEX,1500,0,1500,N/A
15098,115114,Tom,Curtin,USA,1500,0,1500,N/A
15099,115115,Anselmo,Puente,MEX,1500,0,1500,N/A
15100,115116,Jimmy,Read,USA,1500,0,1500,N/A
15101,115117,Alan,Fischl,USA,1500,0,1500,N/A
15102,115118,Ralph E,Howe,USA,1500,0,1500,N/A
15103,115119,John,Bassett,CAN,1500,0,1500,N/A
15104,115120,Donald L,Kierbow,USA,1500,0,1500,N/A
15105,115121,Hank,Jungle,USA,1500,0,1500,N/A
15106,115122,Dick,Razzetti,USA,1500,0,1500,N/A
15107,115123,Lawrence,Sears,USA,1500,0,1500,N/A
15108,115124,Leif,Beck,USA,1500,0,1500,N/A
15109,115125,Bob,Greene,USA,1500,0,1500,N/A
15110,115126,Don,Ralph,USA,1500,0,1500,N/A
15111,115127,James,Biggs,USA,1500,0,1500,N/A
15112,115128,Wilbur,Jenkins,USA,1500,0,1500,N/A
15113,115129,Doyle,Perkins,USA,1500,0,1500,N/A
15114,115130,Clyde,Buck,USA,1500,0,1500,N/A
15115,115131,Gerald,Dubie,USA,1500,0,1500,N/A
15116,115132,Ernesto,Schoop,USA,1500,0,1500,N/A
15117,115133,John,Skogstad,USA,1500,0,1500,N/A
15118,115134,Juan Jose,Hermosilla,GUA,1500,0,1500,N/A
15119,115135,Paul,Sullivan,USA,1500,0,1500,N/A
15120,115136,Juan,Notz,VEN,1500,0,1500,N/A
15121,115137,Adolfo,Gomez,GUA,1500,0,1500,N/A
15122,115138,Oscar,Perez,USA,1500,0,1500,N/A
15123,115139,Kingman,Lambert,USA,1500,0,1500,N/A
15124,115140,Al,Driscole,USA,1500,0,1500,N/A
15125,115141,John,Karabasz,USA,1500,0,1500,N/A
15126,115142,Mike,Crane,USA,1500,0,1500,N/A
15127,115143,Ramsey,Earnhart,USA,1500,0,1500,N/A
15128,115144,Stan,Ellis,USA,1500,0,1500,N/A
15129,115145,Rod,Susman,USA,1500,0,1500,N/A
15130,115146,Gordon,Davis,USA,1500,0,1500,N/A
15131,115147,Ned,Weld,USA,1500,0,1500,N/A
15132,115148,Horace,Cunningham,USA,1500,0,1500,N/A
15133,115149,Alfred,Vinton,USA,1500,0,1500,N/A
15134,115150,Andres,Donnadieu,MEX,1500,0,1500,N/A
15135,115151,Bobby,Wertheimer,USA,1500,0,1500,N/A
15136,115152,Courtney,Henderson,USA,1500,0,1500,N/A
15137,115153,Jonathan,Clark,USA,1500,0,1500,N/A
15138,115154,Andrew,Gilmore,USA,1500,0,1500,N/A
15139,115155,Jack,Capell,USA,1500,0,1500,N/A
15140,115156,Bobby,Johnson Jr,USA,1500,0,1500,N/A
15141,115157,Fernando,Quesada,,1500,0,1500,N/A
15142,115158,Frank,Sample,USA,1500,0,1500,N/A
15143,115159,Richard,Hoehn,USA,1500,0,1500,N/A
15144,115160,Jim,Buck,USA,1500,0,1500,N/A
15145,115161,Dale,Junta,USA,1500,0,1500,N/A
15146,115162,Gavin,Gentry,USA,1500,0,1500,N/A
15147,115163,George,Stoesser,USA,1500,0,1500,N/A
15148,115164,Ernesto,Rios,ARG,1500,0,1500,N/A
15149,115165,Wendell,Ottum,USA,1500,0,1500,N/A
15150,115166,John,Mckay,USA,1500,0,1500,N/A
15151,115167,Harrison R,Hathaway,USA,1500,0,1500,N/A
15152,115168,Lyle,Mahan,USA,1500,0,1500,N/A
15153,115169,Paul A,Vanneman Jr,USA,1500,0,1500,N/A
15154,115170,Philip Ludlow,Van Deventer,USA,1500,0,1500,N/A
15155,115171,William V,Burrill,USA,1500,0,1500,N/A
15156,115172,Willard H,Botsford,USA,1500,0,1500,N/A
15157,115173,Henry,Parsons,USA,1500,0,1500,N/A
15158,115174,Herbert,Bowman,USA,1500,0,1500,N/A
15159,115175,Ware,Merriam,USA,1500,0,1500,N/A
15160,115176,James D,Ewing,USA,1500,0,1500,N/A
15161,115177,Walter,Hayes,USA,1500,0,1500,N/A
15162,115178,G A L,Dionne,USA,1500,0,1500,N/A
15163,115179,Leicester,Fisher,USA,1500,0,1500,N/A
15164,115180,Gerald B,Emerson,USA,1500,0,1500,N/A
15165,115181,Hjw,Morgenthaler,USA,1500,0,1500,N/A
15166,115182,William,Fischer,USA,1500,0,1500,N/A
15167,115183,Stephen V,Brubans,USA,1500,0,1500,N/A
15168,115184,Irving,Wright,USA,1500,0,1500,N/A
15169,115185,Marshall,Allen,GBR,1500,0,1500,N/A
15170,115186,Ralph,Burdick,USA,1500,0,1500,N/A
15171,115187,R Mason,Kirkland,USA,1500,0,1500,N/A
15172,115188,J Cecil,Donaldson,USA,1500,0,1500,N/A
15173,115189,Hammett,Norton,USA,1500,0,1500,N/A
15174,115190,Murray,Vernon,USA,1500,0,1500,N/A
15175,115191,Frank,Fall,USA,1500,0,1500,N/A
15176,115192,Percy Lloyd,Kynaston,USA,1500,0,1500,N/A
15177,115193,Henry,Oboyle,USA,1500,0,1500,N/A
15178,115194,Leonard,Knox,USA,1500,0,1500,N/A
15179,115195,Davison,Obear,USA,1500,0,1500,N/A
15180,115196,Valentine B,Havens,USA,1500,0,1500,N/A
15181,115197,Edgar T,Appleby,USA,1500,0,1500,N/A
15182,115198,John A,Magee,USA,1500,0,1500,N/A
15183,115199,Harold,Throckmorton,USA,1500,0,1500,N/A
15184,115200,Robert,Leroy,USA,1500,0,1500,N/A
15185,115201,Frank T,Anderson,USA,1500,0,1500,N/A
15186,115202,Robert,Seaver,USA,1500,0,1500,N/A
15187,115203,Potter,Stockton,USA,1500,0,1500,N/A
15188,115204,Edward B,Benedict,USA,1500,0,1500,N/A
15189,115205,R A,Johnson,USA,1500,0,1500,N/A
15190,115206,Howard,Voshell,USA,1500,0,1500,N/A
15191,115207,Hugh L,Nehring,USA,1500,0,1500,N/A
15192,115208,Theodore,Pell,USA,1500,0,1500,N/A
15193,115209,Andrew S,Morgan,USA,1500,0,1500,N/A
15194,115210,Harry,Sachs,USA,1500,0,1500,N/A
15195,115211,Ralph,Baggs,USA,1500,0,1500,N/A
15196,115212,Kenneth,Fisher,USA,1500,0,1500,N/A
15197,115213,Alfred,Hammett,USA,1500,0,1500,N/A
15198,115214,Edward S,Chase,USA,1500,0,1500,N/A
15199,115215,Alfred,Dabney,USA,1500,0,1500,N/A
15200,115216,Harry F,Vories Jr,USA,1500,0,1500,N/A
15201,115217,Nathaniel,Niles,USA,1500,0,1500,N/A
15202,115218,Tiste,Adoue Jr,USA,1500,0,1500,N/A
15203,115219,William,Rosenbaum,USA,1500,0,1500,N/A
15204,115220,Russell,Dana,USA,1500,0,1500,N/A
15205,115221,A J,Cawse,USA,1500,0,1500,N/A
15206,115222,Richard,Harte,USA,1500,0,1500,N/A
15207,115223,Robert,Mcclave,USA,1500,0,1500,N/A
15208,115224,Clarence,Charest,USA,1500,0,1500,N/A
15209,115225,Allen,Behr,USA,1500,0,1500,N/A
15210,115226,Edward,Toland Jr,USA,1500,0,1500,N/A
15211,115227,Joseph,Fox,USA,1500,0,1500,N/A
15212,115228,Fred C,Anderson,USA,1500,0,1500,N/A
15213,115229,Aj,Lowrey,USA,1500,0,1500,N/A
15214,115230,Walter,Pate,USA,1500,0,1500,N/A
15215,115231,Dwight P,Robinson,USA,1500,0,1500,N/A
15216,115232,Jack,Dudley,USA,1500,0,1500,N/A
15217,115233,Morris,Duane,USA,1500,0,1500,N/A
15218,115234,Alexander,Iler,USA,1500,0,1500,N/A
15219,115235,William W,Ingraham,USA,1500,0,1500,N/A
15220,115236,Milton H,Soper,USA,1500,0,1500,N/A
15221,115237,Victor F,Hockmeyer,USA,1500,0,1500,N/A
15222,115238,James,Weber,USA,1500,0,1500,N/A
15223,115239,Roland,Roberts,USA,1500,0,1500,N/A
15224,115240,Cedric,Major,USA,1500,0,1500,N/A
15225,115241,William,Felstiner,USA,1500,0,1500,N/A
15226,115242,Clyde,Curley,USA,1500,0,1500,N/A
15227,115243,John,Collom,USA,1500,0,1500,N/A
15228,115244,William,Gallon,USA,1500,0,1500,N/A
15229,115245,Thomas,Ackerland,USA,1500,0,1500,N/A
15230,115246,Richard,Seabury,USA,1500,0,1500,N/A
15231,115247,Henry,Parker,USA,1500,0,1500,N/A
15232,115248,Leonard,Beekman,USA,1500,0,1500,N/A
15233,115249,Augustin,Healy,USA,1500,0,1500,N/A
15234,115250,Edward J,Oelsner,USA,1500,0,1500,N/A
15235,115251,Hugh,Kelleher,USA,1500,0,1500,N/A
15236,115252,Fred O,Josties,USA,1500,0,1500,N/A
15237,115253,Raymond E,Snow,USA,1500,0,1500,N/A
15238,115254,H,Broockman,USA,1500,0,1500,N/A
15239,115255,James,Anderson,USA,1500,0,1500,N/A
15240,115256,Thomas,Day Iii,USA,1500,0,1500,N/A
15241,115257,Fritz,Bastian,USA,1500,0,1500,N/A
15242,115258,Charles,Bull Jr,USA,1500,0,1500,N/A
15243,115259,Edmund,Peaslee,USA,1500,0,1500,N/A
15244,115260,Frederick,Baggs,USA,1500,0,1500,N/A
15245,115261,Merrill,Hall,USA,1500,0,1500,N/A
15246,115262,Armand L,Bruneau,USA,1500,0,1500,N/A
15247,115263,George Drexel,Biddle,USA,1500,0,1500,N/A
15248,115264,Walter Kenneth,Wesbrook,USA,1500,0,1500,N/A
15249,115265,Royal,Richey,USA,1500,0,1500,N/A
15250,115266,John,Nicholl,USA,1500,0,1500,N/A
15251,115267,Walter J,Toussaint,USA,1500,0,1500,N/A
15252,115268,Ludlow,Van Deventer,USA,1500,0,1500,N/A
15253,115269,B F,Drake,USA,1500,0,1500,N/A
15254,115270,Albert,Ostendorf,USA,1500,0,1500,N/A
15255,115271,Edward M,Edwards,USA,1500,0,1500,N/A
15256,115272,John M,Vanneman Jr,USA,1500,0,1500,N/A
15257,115273,Paul,Gibbons,USA,1500,0,1500,N/A
15258,115274,Alexander,Thayer,USA,1500,0,1500,N/A
15259,115275,Fritz,Mercur,USA,1500,0,1500,N/A
15260,115276,Rowland,Evans Jr,USA,1500,0,1500,N/A
15261,115277,Seiichiro,Kashio,JPN,1500,0,1500,N/A
15262,115278,Morton,Bernstein,USA,1500,0,1500,N/A
15263,115279,George,King,USA,1500,0,1500,N/A
15264,115280,Olin,Sweet,USA,1500,0,1500,N/A
15265,115281,Eric T,Wood,USA,1500,0,1500,N/A
15266,115282,Ichiya,Kumagae,JPN,1500,0,1500,N/A
15267,115283,Sidney,Thayer Jr,USA,1500,0,1500,N/A
15268,115284,W Stuart,Symington 3D,USA,1500,0,1500,N/A
15269,115285,Hugh,Tallant,USA,1500,0,1500,N/A
15270,115286,Robert Lindley,Murray,USA,1500,0,1500,N/A
15271,115287,Alfred H,Chapin Jr,USA,1500,0,1500,N/A
15272,115288,L O,Kamber,USA,1500,0,1500,N/A
15273,115289,Lj,Werner,USA,1500,0,1500,N/A
15274,115290,Theodore M,Banks Jr,USA,1500,0,1500,N/A
15275,115291,Pedro R,Edralin,PHI,1500,0,1500,N/A
15276,115292,Nicholas,Garcia,USA,1500,0,1500,N/A
15277,115293,Lc,Putnam,USA,1500,0,1500,N/A
15278,115294,Stanley,Pearson,USA,1500,0,1500,N/A
15279,115295,James M,Davies,USA,1500,0,1500,N/A
15280,115296,Milo G,Miller Jr,USA,1500,0,1500,N/A
15281,115297,Edward,Hall,USA,1500,0,1500,N/A
15282,115298,Edward T,Herndon,USA,1500,0,1500,N/A
15283,115299,Arthur C,Nielsen,USA,1500,0,1500,N/A
15284,115300,Philips L,Goldsborough Jr,USA,1500,0,1500,N/A
15285,115301,Manfred,Goldman,USA,1500,0,1500,N/A
15286,115302,Albert I,Gore,USA,1500,0,1500,N/A
15287,115303,Phil,Neer,USA,1500,0,1500,N/A
15288,115304,Lyman,Tremaine,USA,1500,0,1500,N/A
15289,115305,George,Groesbeck,USA,1500,0,1500,N/A
15290,115306,Harold,Ingersoll,USA,1500,0,1500,N/A
15291,115307,Perry S,Osborne,USA,1500,0,1500,N/A
15292,115308,Leon,De Turenne,USA,1500,0,1500,N/A
15293,115309,L Harry,Richards Jr,USA,1500,0,1500,N/A
15294,115310,Robert W,Gilmore,USA,1500,0,1500,N/A
15295,115311,W Chauncey,Crawford,USA,1500,0,1500,N/A
15296,115312,Samuel S,Pennock Jr,USA,1500,0,1500,N/A
15297,115313,Bd,Golden,USA,1500,0,1500,N/A
15298,115314,Watson T,Knight,USA,1500,0,1500,N/A
15299,115315,Charles S,Rogers,USA,1500,0,1500,N/A
15300,115316,John C,Neeley,USA,1500,0,1500,N/A
15301,115317,Robert G,Kinsey,USA,1500,0,1500,N/A
15302,115318,Charles,Watson,USA,1500,0,1500,N/A
15303,115319,Edward C,Wilson,USA,1500,0,1500,N/A
15304,115320,J S,Cravis,USA,1500,0,1500,N/A
15305,115321,Arthur,Reed,USA,1500,0,1500,N/A
15306,115322,Phil,Bagby,USA,1500,0,1500,N/A
15307,115323,Harold E,Lane,USA,1500,0,1500,N/A
15308,115324,Earl C,Bache,USA,1500,0,1500,N/A
15309,115325,Harold,Colburn,USA,1500,0,1500,N/A
15310,115326,William T,Campbell,USA,1500,0,1500,N/A
15311,115327,Joseph M,Lewin,USA,1500,0,1500,N/A
15312,115328,Paul A,Casey,USA,1500,0,1500,N/A
15313,115329,Louis S,De Lone,USA,1500,0,1500,N/A
15314,115330,Armand,Marion,USA,1500,0,1500,N/A
15315,115331,Tom,Mangan,USA,1500,0,1500,N/A
15316,115332,Clifford,Lockhorn,USA,1500,0,1500,N/A
15317,115333,Thomas C,Leonards,USA,1500,0,1500,N/A
15318,115334,I,Biltchik,USA,1500,0,1500,N/A
15319,115335,John T,Graves Jr,USA,1500,0,1500,N/A
15320,115336,Norman,Bramall,USA,1500,0,1500,N/A
15321,115337,Robert F,Norton,USA,1500,0,1500,N/A
15322,115338,Kirk,Reid,USA,1500,0,1500,N/A
15323,115339,Kenneth,Stoddart,USA,1500,0,1500,N/A
15324,115340,Lyman L,Tremaine,USA,1500,0,1500,N/A
15325,115341,Hanson H,Hodge,USA,1500,0,1500,N/A
15326,115342,Horace R,Hayday,USA,1500,0,1500,N/A
15327,115343,Arthur,Mathis,USA,1500,0,1500,N/A
15328,115344,Ew,Wilson,USA,1500,0,1500,N/A
15329,115345,James S,Merritt,USA,1500,0,1500,N/A
15330,115346,William Potter,Wear,USA,1500,0,1500,N/A
15331,115347,Walter,Newell,USA,1500,0,1500,N/A
15332,115348,Jg,Elliott,USA,1500,0,1500,N/A
15333,115349,Herman F,Dornheim,USA,1500,0,1500,N/A
15334,115350,John F,Whitbeck,USA,1500,0,1500,N/A
15335,115351,C Stanley,Thompson,USA,1500,0,1500,N/A
15336,115352,Perry E,Hall,USA,1500,0,1500,N/A
15337,115353,Frank F,Wieder,USA,1500,0,1500,N/A
15338,115354,Roy R,Coffin,USA,1500,0,1500,N/A
15339,115355,Rm,Graham,USA,1500,0,1500,N/A
15340,115356,Ray,Johnson,USA,1500,0,1500,N/A
15341,115357,A Baisley,Sheridan,USA,1500,0,1500,N/A
15342,115358,Elliott,Binzen,USA,1500,0,1500,N/A
15343,115359,George,Wightman,USA,1500,0,1500,N/A
15344,115360,Samuel B,Gilpin,USA,1500,0,1500,N/A
15345,115361,Daniel,Kiefer Jr,USA,1500,0,1500,N/A
15346,115362,John W,Hubbell,USA,1500,0,1500,N/A
15347,115363,Anton,Von Bernuth,USA,1500,0,1500,N/A
15348,115364,Wray D,Brown,USA,1500,0,1500,N/A
15349,115365,Charlie,Wood Jr,USA,1500,0,1500,N/A
15350,115366,Wally,Bates,USA,1500,0,1500,N/A
15351,115367,Claude,Butlin,MEX,1500,0,1500,N/A
15352,115368,Karl S,Pfaffman,USA,1500,0,1500,N/A
15353,115369,Harvey B,Snodgrass,USA,1500,0,1500,N/A
15354,115370,Jerry,Lang,USA,1500,0,1500,N/A
15355,115371,Leven,Jester,USA,1500,0,1500,N/A
15356,115372,Lindsay,Dunham,USA,1500,0,1500,N/A
15357,115373,Paul,Kong,USA,1500,0,1500,N/A
15358,115374,Edward W,Feibelman,USA,1500,0,1500,N/A
15359,115375,Aa,Seeligson,USA,1500,0,1500,N/A
15360,115376,John E,Howard,USA,1500,0,1500,N/A
15361,115377,Elmer J,Griffin,USA,1500,0,1500,N/A
15362,115378,Mills P,Baker,USA,1500,0,1500,N/A
15363,115379,John A,Barr,USA,1500,0,1500,N/A
15364,115380,Irving,Weinstein,USA,1500,0,1500,N/A
15365,115381,Manuel,Llano,MEX,1500,0,1500,N/A
15366,115382,Wm,Half,USA,1500,0,1500,N/A
15367,115383,Henry R,Guild,USA,1500,0,1500,N/A
15368,115384,John W,Caldwell,USA,1500,0,1500,N/A
15369,115385,Carl,Meyer,USA,1500,0,1500,N/A
15370,115386,J Emmett,Pare,USA,1500,0,1500,N/A
15371,115387,George,Whitlock,USA,1500,0,1500,N/A
15372,115388,Louis,Thalheimer,USA,1500,0,1500,N/A
15373,115389,Lewis N,White,USA,1500,0,1500,N/A
15374,115390,Horace G,Orser,USA,1500,0,1500,N/A
15375,115391,Reginald,Talmadge,USA,1500,0,1500,N/A
15376,115392,Edward,Pfeiffer,USA,1500,0,1500,N/A
15377,115393,Arthur W,Shaw,USA,1500,0,1500,N/A
15378,115394,Neil J,Sullivan,USA,1500,0,1500,N/A
15379,115395,Clifford B,Marsh Jr,CAN,1500,0,1500,N/A
15380,115396,Sadakazu,Onda,JPN,1500,0,1500,N/A
15381,115397,Ernest,Kuhn,USA,1500,0,1500,N/A
15382,115398,H,Iwasaki,JPN,1500,0,1500,N/A
15383,115399,Myron B,Hutchinson,USA,1500,0,1500,N/A
15384,115400,Wallace W,Scott,USA,1500,0,1500,N/A
15385,115401,Tsumio,Tawara,JPN,1500,0,1500,N/A
15386,115402,Malcolm T,Hill,USA,1500,0,1500,N/A
15387,115403,Kenneth B,Appel,USA,1500,0,1500,N/A
15388,115404,Teizo,Toba,JPN,1500,0,1500,N/A
15389,115405,Julius,Seligson,USA,1500,0,1500,N/A
15390,115406,Richard D,Lewis,USA,1500,0,1500,N/A
15391,115407,Frank C,Owens,USA,1500,0,1500,N/A
15392,115408,Leon S,Baker,USA,1500,0,1500,N/A
15393,115409,Cranston W,Holman,USA,1500,0,1500,N/A
15394,115410,Lionel,Ogden,USA,1500,0,1500,N/A
15395,115411,Leslie,Johnson,USA,1500,0,1500,N/A
15396,115412,Eddie,Jacobs,USA,1500,0,1500,N/A
15397,115413,Douglas,Watters,USA,1500,0,1500,N/A
15398,115414,H Holbrook,Hyde,USA,1500,0,1500,N/A
15399,115415,Harris,Coggeshall,USA,1500,0,1500,N/A
15400,115416,Byron A,Baur,USA,1500,0,1500,N/A
15401,115417,Joseph H,Olhausen,USA,1500,0,1500,N/A
15402,115418,Jack,Mooney,USA,1500,0,1500,N/A
15403,115419,Donald,Strachan,USA,1500,0,1500,N/A
15404,115420,Al,Weiner Jr,USA,1500,0,1500,N/A
15405,115421,Gilbert,Nunns,CAN,1500,0,1500,N/A
15406,115422,Ricardo,Tapia,MEX,1500,0,1500,N/A
15407,115423,William,Aydelotte,USA,1500,0,1500,N/A
15408,115424,Ricardo,Morales,CUB,1500,0,1500,N/A
15409,115425,Alfonso,Unda,MEX,1500,0,1500,N/A
15410,115426,Ben,Gorchakoff,USA,1500,0,1500,N/A
15411,115427,James,Quick,USA,1500,0,1500,N/A
15412,115428,Donald,Cram,USA,1500,0,1500,N/A
15413,115429,Melvin,Partridge,USA,1500,0,1500,N/A
15414,115430,Harry,Brunie,USA,1500,0,1500,N/A
15415,115431,Edgar F,Dawson,USA,1500,0,1500,N/A
15416,115432,Eddie,Mcknight,USA,1500,0,1500,N/A
15417,115433,German,Upmann,CUB,1500,0,1500,N/A
15418,115434,Thomas H,Wilber,USA,1500,0,1500,N/A
15419,115435,W Barry,Wood,USA,1500,0,1500,N/A
15420,115436,Lee H,Wiley,USA,1500,0,1500,N/A
15421,115437,Harold,Tovrea,USA,1500,0,1500,N/A
15422,115438,Maurice,Bayon,,1500,0,1500,N/A
15423,115439,Bruce Parkhouse,Barnes,USA,1500,0,1500,N/A
15424,115440,R Morgan,Watt Jr,USA,1500,0,1500,N/A
15425,115441,Milton,Coggins,USA,1500,0,1500,N/A
